timestamp,Month,solar_power_per_mw
2022-12-01 11:00:00,Dec,56567
2022-12-01 12:00:00,Dec,62610
2022-12-01 13:00:00,Dec,53718
2022-12-01 14:00:00,Dec,24825
2022-12-01 15:00:00,Dec,2807
2022-12-01 16:00:00,Dec,0
2022-12-01 17:00:00,Dec,0
2022-12-01 18:00:00,Dec,0
2022-12-01 19:00:00,Dec,0
2022-12-01 20:00:00,Dec,0
2022-12-01 21:00:00,Dec,0
2022-12-01 22:00:00,Dec,0
2022-12-01 23:00:00,Dec,0
